-12;-0.296549;1.7041127;3.7476646;-2.3899586;-3.9108912;-3.5595638;-5.0569159;-3.4510299;3.876269;-2.6441721;-0.59471341;-4.8031423;3.4123628;6.0372303;4.9442407;2.6224965;1.3832977;2.0437431;3.8411722;-2.0634332;4.0807694;2.381259;0.89930191;-1.9367279;4.6853667;-5.1219007;-4.1105557;1.5715311;-4.9883795;0.95064752;0.5257419;0.86821714;-1.771728;-0.86979913;-7.7569849;2.4584198
-11.996094;1.471884;1.061126;5.3146341;-2.1645041;-6.6732732;-2.1922826;-2.5668613;-1.4860861;4.9445454;-2.9197511;0.92008515;-0.67613545;4.2740045;5.7334612;5.2880647;4.2694182;1.7334008;-0.18261116;5.3134235;-0.91007223;4.2467236;1.0829924;0.59870521;0.10455891;8.3466379;-2.6852758;-5.3571764;-0.010150211;-7.5573357;0.73814538;0.043342271;2.4052301;0.43705195;-1.1658299;-6.0697215;0.82181157
-11.992188;0.82678277;-1.6361999;3.8335729;-0.3107282;-4.0879677;-2.467394;-7.111777;-1.3814199;6.8826773;-1.6064848;-1.7331838;-0.96381844;-1.1639904;5.1303758;3.449306;4.3440505;-0.16067309;1.345324;3.6926582;-0.9653694;5.3027015;-2.3317136;1.5438036;-1.767452;7.0276919;-1.4995224;-5.2616727;1.6973506;-6.2658367;1.1605369;1.0779157;1.7609779;0.12245362;-1.2216334;-5.6961403;-0.53282108
-11.988281;-0.3570288;-2.2824703;2.3452597;-0.72936248;-6.8591425;-2.5092259;-4.4201071;-2.3430664;4.4931154;-1.4695674;-2.7691329;-0.067364097;1.3287092;5.5945529;1.7244177;4.9199416;-0.6917027;0.87189184;4.40262;-3.1392824;3.2979012;2.4058998;-0.95461484;-1.7927666;6.0606047;-2.0761686;-5.5163366;4.0337367;-3.1484187;1.9852405;1.2302152;2.9222142;-1.0104336;-0.98076142;-4.3339142;0.21534472
-11.984375;2.2734427;-0.42109214;2.622119;-0.42541373;-5.4396104;-2.6911847;-4.4880261;-3.5309308;4.4280634;-1.2909595;-1.6271158;-0.6701487;1.183867;5.3478411;2.2967754;5.1283242;0.095940419;-1.2457111;2.2625055;-0.71597969;4.4498607;0.18580342;0.34619471;-1.2222958;5.5275441;-1.6377896;-6.2708965;4.8791676;-3.2118555;-0.07707362;2.5476582;1.019401;-0.16705259;-0.73198725;-4.4232823;-0.22262469
-11.980469;1.9110244;-1.4400625;1.4418762;-1.0724851;-3.1015732;-2.5461562;-7.5862923;-1.8454795;3.381615;-3.3481148;-0.4894104;1.9205397;-0.50834626;4.1504997;3.8538438;4.2495909;0.75364265;-0.73818698;3.2404435;-0.81141773;4.6479138;1.2184231;1.5380078;0.64931252;3.70293;-0.82678045;-6.1520179;3.927776;-5.1285;0.94552481;1.6699978;0.53353288;0.21910318;0.36507297;-1.4031584;0.030827286
-11.976562;-0.96288591;-0.75103087;0.12087957;-2.998559;-4.6932019;-6.140479;-4.4440006;1.7384309;4.679785;-4.0337839;-1.3308329;-1.5638738;-0.048704366;2.3161729;3.5791489;5.0369948;0.50303808;0.5333353;2.3135922;-0.64766729;4.8148404;1.0957341;-0.17513441;-3.2102226;4.7837092;-1.0246079;-7.0606709;4.6112525;-4.9835367;3.2949151;1.2370298;1.0358165;1.6594307;-1.4754151;-2.3388531;-0.98743275
-11.972656;2.7569787;-0.30774654;3.3860139;-0.23112875;-3.6691713;-6.510107;-7.0546278;-3.3455911;6.0460054;-3.2973206;-0.52563937;1.8251595;1.6565054;4.4302455;1.1528948;4.0142454;3.2521373;-0.73574109;1.5310068;0.72278497;3.9058429;-0.28155121;0.62855156;-1.9917492;6.0867424;1.0897936;-6.7198148;4.5412893;-2.394397;0.45745085;-0.23150078;0.53271766;-1.1192087;-0.16872242;-2.2179741;-1.3887661
-11.96875;1.0376116;-1.0398728;1.3591327;-1.5943995;-1.8418088;-4.1927601;-7.3529801;-0.78198931;6.3009714;-1.4159682;-0.37406399;-0.49272959;-2.5837539;3.0121188;0.07390227;2.6666063;0.82991262;-1.5843922;2.2158997;-0.9756252;5.227883;1.3351598;2.4264614;-2.9062211;4.5105077;-0.80811636;-8.8035385;3.6728366;-5.549808;3.2109726;-0.64162734;-1.0210562;-1.7617335;-0.78967102;-0.73775893;-2.5834653
-11.964844;2.6485521;-2.6409199;3.2972837;0.78000929;-2.2173235;-4.6107837;-6.1375408;-1.2118578;5.8339396;-0.39403172;-1.045039;2.7061904;-1.6246346;4.5019517;0.94508422;5.0307659;2.3588673;0.98125236;0.51840617;-0.17349915;5.3993809;2.1401129;2.8313983;-3.0046269;6.2791228;-0.40058096;-6.9481569;1.7747187;-5.0833227;3.4256739;-1.1690124;-1.6884376;0.45465516;-2.2712407;-0.03803965;0.66172772
-11.960938;2.7214509;-4.5124854;-0.45709857;-1.7432357;-3.5506162;-4.7809378;-6.2880932;-3.4910847;2.4056846;-2.2382918;-1.8175128;3.0569394;-0.027546994;3.2514761;0.062159804;3.6481151;1.5757335;-0.9750722;-0.51647607;0.65831465;2.5120217;0.44613584;2.8095523;-0.093339217;3.613953;-2.4210715;-9.168039;5.3887876;-3.8273034;2.8360711;-2.8889751;0.21730311;0.094899059;-2.2958135;-0.17046323;-2.5766664
-11.957031;0.92390447;-5.8390438;0.35132064;-2.0690296;0.20072296;-6.7761673;-6.3000108;-0.67890339;3.7007318;-1.6307676;-0.20152703;2.9074018;0.58776095;0.75196268;-0.61676117;2.6458781;2.2223875;0.59302059;-0.43346155;0.90796719;3.0487304;2.8622341;0.11102335;0.46063813;5.7275314;1.2341766;-8.5900716;3.572882;-5.1523297;0.76220526;-3.4933164;1.1993978;-0.85011732;-2.2345911;1.3637053;-1.5647025
-11.953125;0.1329977;-2.7779773;-0.19375938;-1.3497031;0.73654914;-4.7300533;-6.2960143;0.28794053;4.1813689;0.14664091;-1.3038274;0.99868048;-0.53834681;3.7019546;-0.67950794;3.693682;2.9676173;-0.6045109;-0.2777121;1.643276;4.6139031;2.4043511;1.116637;1.0915478;4.1483719;-2.2522944;-7.6283068;3.7870087;-4.2853764;-0.61353465;-4.0925427;0.20597704;2.4807375;-1.309865;0.509339;-0.68364917
-11.949219;-1.5081497;-2.5212189;-0.90405088;-2.7323883;-1.287911;-9.8895798;-6.9449546;1.1048774;3.3386519;0.25662789;0.59010892;2.8343448;-0.46519824;1.0489819;-1.430163;3.7966903;1.0941759;-0.61122266;-0.55933792;2.0806462;3.5365446;3.5132259;2.3066051;-0.6566779;5.7545057;-1.0397524;-8.6332648;4.0949866;-4.8866738;0.11545296;-3.2442805;0.56599429;-1.7794882;-3.0198352;0.85029112;0.29510562
-11.945312;-0.987985;-5.1549376;-1.046448;-1.0205936;-0.30726258;-4.8228364;-5.7119768;-1.4100468;4.2212853;-0.82319063;3.3090937;1.3549734;0.82470247;-0.43632202;-4.2797381;2.2963292;0.85597483;-0.6887492;-1.6000009;0.62141228;4.1740287;4.5352915;1.6730574;0.64602799;4.5490548;-0.32793563;-7.68039;4.5422652;-2.8506159;0.072877347;-2.9734237;-0.67713128;0.17176976;-2.7153145;0.094841756;-1.4659075
